,facility type,category,month,qty out
71,ems/fire/law enforcement,surgical mask,3.0,550.0
72,ems/fire/law enforcement,surgical mask,4.0,16050.0
73,ems/fire/law enforcement,surgical mask,5.0,1000.0
74,ems/fire/law enforcement,surgical mask,6.0,500.0
75,ems/fire/law enforcement,surgical mask,9.0,1000.0
76,ems/fire/law enforcement,testing supplies,7.0,120.0
77,ems/fire/law enforcement,testing supplies,8.0,10.0
78,fqhc/community health center,face shield,7.0,5000.0
79,fqhc/community health center,gloves,3.0,600.0
80,fqhc/community health center,gloves,10.0,7000.0
81,fqhc/community health center,goggles,7.0,960.0
82,fqhc/community health center,gowns,7.0,7200.0
83,fqhc/community health center,n95,3.0,720.0
84,fqhc/community health center,n95,7.0,200.0
85,fqhc/community health center,n95,10.0,400.0
86,fqhc/community health center,sanitizer,7.0,229.0
87,fqhc/community health center,surgical mask,7.0,5000.0
88,fqhc/community health center,surgical mask,9.0,500.0
89,fqhc/community health center,surgical mask,10.0,1000.0
90,fqhc/community health center,testing supplies,8.0,240.0
91,fqhc/community health center,testing supplies,9.0,2000.0
92,home health,alt. gowns,8.0,1000.0
93,home health,face shield,6.0,450.0
94,home health,face shield,7.0,136.0
95,home health,face shield,9.0,1620.0
96,home health,gloves,6.0,800.0
97,home health,gloves,7.0,2100.0
98,home health,gloves,8.0,13900.0
99,home health,gloves,9.0,55600.0
100,home health,gowns,6.0,260.0
101,home health,gowns,7.0,600.0
102,home health,gowns,9.0,2150.0
103,home health,n95,6.0,500.0
104,home health,n95,7.0,900.0
105,home health,n95,9.0,2560.0
106,home health,sanitizer,8.0,1398.0
107,home health,surgical mask,6.0,3700.0
108,home health,surgical mask,7.0,1950.0
109,home health,surgical mask,8.0,750.0
110,home health,surgical mask,9.0,11250.0
111,hospital,alt. gowns,3.0,58.0
112,hospital,alt. gowns,4.0,55.0
113,hospital,disinfectant,6.0,1.0
114,hospital,face shield,3.0,9384.0
115,hospital,face shield,4.0,840.0
116,hospital,face shield,6.0,1120.0
117,hospital,face shield,7.0,620.0
118,hospital,face shield,8.0,200.0
119,hospital,face shield,9.0,450.0
120,hospital,gloves,3.0,41400.0
121,hospital,gloves,4.0,900.0
122,hospital,gloves,6.0,38200.0
123,hospital,gloves,7.0,4400.0
124,hospital,gloves,8.0,3400.0
125,hospital,gloves,9.0,13000.0
126,hospital,goggles,9.0,60.0
127,hospital,gowns,3.0,10620.0
128,hospital,gowns,4.0,222.0
129,hospital,gowns,6.0,1900.0
130,hospital,gowns,7.0,1130.0
131,hospital,gowns,8.0,50.0
132,hospital,gowns,9.0,200.0
133,hospital,hand sanitizer,6.0,30.0
134,hospital,kn95,5.0,10000.0
135,hospital,n95,3.0,29780.0
136,hospital,n95,4.0,2800.0
137,hospital,n95,6.0,140.0
138,hospital,n95,7.0,309.0
139,hospital,n95,8.0,200.0
140,hospital,n95,9.0,650.0
141,hospital,powered air-purifying respirator (papr),7.0,880.0
142,hospital,powered air-purifying respirator (papr),9.0,362.0
143,hospital,sanitizer,7.0,2.0
144,hospital,surgical mask,3.0,34250.0
145,hospital,surgical mask,4.0,2650.0
146,hospital,surgical mask,6.0,2400.0
147,hospital,surgical mask,7.0,3400.0
148,hospital,surgical mask,9.0,1500.0
149,hospital,testing supplies,8.0,3400.0
150,hospital,testing supplies,9.0,60.0
151,hospital,ventilators,7.0,60.0
152,jurisdiction,disinfectant,5.0,100.0
153,jurisdiction,face shield,5.0,984.0
154,jurisdiction,face shield,7.0,500.0
155,jurisdiction,gloves,4.0,4500.0
156,jurisdiction,gloves,5.0,2500.0
157,jurisdiction,gloves,7.0,1000.0
158,jurisdiction,gloves,9.0,200.0
159,jurisdiction,gowns,5.0,108.0
160,jurisdiction,gowns,7.0,500.0
161,jurisdiction,gowns,9.0,150.0
162,jurisdiction,misc,9.0,600.0
163,jurisdiction,n95,4.0,2010.0
164,jurisdiction,n95,5.0,1000.0
165,jurisdiction,other items,7.0,1000.0
166,jurisdiction,sanitizer,10.0,20.0
167,jurisdiction,surgical mask,4.0,4000.0
168,jurisdiction,surgical mask,5.0,6000.0
169,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,4.0,1050.0
170,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,5.0,1675.0
171,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,6.0,2100.0
172,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,7.0,5189.0
173,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,8.0,1395.0
174,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,9.0,2500.0
175,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,10.0,6450.0
176,long term care/assisted care/group home/skilled nursing/hospice,coveralls,7.0,200.0
177,long term care/assisted care/group home/skilled nursing/hospice,disinfectant,6.0,8.0
178,long term care/assisted care/group home/skilled nursing/hospice,disinfectant,7.0,4.0
179,long term care/assisted care/group home/skilled nursing/hospice,disinfectant,9.0,3.0
180,long term care/assisted care/group home/skilled nursing/hospice,face shield,3.0,1152.0
181,long term care/assisted care/group home/skilled nursing/hospice,face shield,4.0,14056.0
182,long term care/assisted care/group home/skilled nursing/hospice,face shield,5.0,7810.0
183,long term care/assisted care/group home/skilled nursing/hospice,face shield,6.0,6522.0
184,long term care/assisted care/group home/skilled nursing/hospice,face shield,7.0,7515.0
185,long term care/assisted care/group home/skilled nursing/hospice,face shield,8.0,10.0
186,long term care/assisted care/group home/skilled nursing/hospice,face shield,9.0,7600.0
187,long term care/assisted care/group home/skilled nursing/hospice,face shield,10.0,5380.0
188,long term care/assisted care/group home/skilled nursing/hospice,face shield,11.0,10.0
189,long term care/assisted care/group home/skilled nursing/hospice,gloves,3.0,2300.0
190,long term care/assisted care/group home/skilled nursing/hospice,gloves,4.0,95700.0
191,long term care/assisted care/group home/skilled nursing/hospice,gloves,5.0,211850.0
192,long term care/assisted care/group home/skilled nursing/hospice,gloves,6.0,101000.0
193,long term care/assisted care/group home/skilled nursing/hospice,gloves,7.0,108750.0
194,long term care/assisted care/group home/skilled nursing/hospice,gloves,8.0,98250.0
195,long term care/assisted care/group home/skilled nursing/hospice,gloves,9.0,159498.0
196,long term care/assisted care/group home/skilled nursing/hospice,gloves,10.0,102510.0
197,long term care/assisted care/group home/skilled nursing/hospice,goggles,5.0,194.0
198,long term care/assisted care/group home/skilled nursing/hospice,goggles,6.0,1404.0
199,long term care/assisted care/group home/skilled nursing/hospice,goggles,7.0,750.0
200,long term care/assisted care/group home/skilled nursing/hospice,goggles,8.0,2490.0
201,long term care/assisted care/group home/skilled nursing/hospice,goggles,9.0,240.0
202,long term care/assisted care/group home/skilled nursing/hospice,goggles,10.0,120.0
203,long term care/assisted care/group home/skilled nursing/hospice,gowns,3.0,1386.0
204,long term care/assisted care/group home/skilled nursing/hospice,gowns,4.0,26192.0
205,long term care/assisted care/group home/skilled nursing/hospice,gowns,5.0,11572.0
206,long term care/assisted care/group home/skilled nursing/hospice,gowns,6.0,36276.0
207,long term care/assisted care/group home/skilled nursing/hospice,gowns,7.0,43130.0
208,long term care/assisted care/group home/skilled nursing/hospice,gowns,8.0,22150.0
209,long term care/assisted care/group home/skilled nursing/hospice,gowns,9.0,33258.0
210,long term care/assisted care/group home/skilled nursing/hospice,gowns,10.0,95855.0
211,long term care/assisted care/group home/skilled nursing/hospice,gowns,11.0,210.0
212,long term care/assisted care/group home/skilled nursing/hospice,hand sanitizer,4.0,9.0
213,long term care/assisted care/group home/skilled nursing/hospice,hand sanitizer,5.0,47.0
214,long term care/assisted care/group home/skilled nursing/hospice,hand sanitizer,6.0,19.0
215,long term care/assisted care/group home/skilled nursing/hospice,hand sanitizer,7.0,14.0
216,long term care/assisted care/group home/skilled nursing/hospice,kits,6.0,280.0
217,long term care/assisted care/group home/skilled nursing/hospice,kn95,5.0,600.0
218,long term care/assisted care/group home/skilled nursing/hospice,n95,3.0,3070.0
219,long term care/assisted care/group home/skilled nursing/hospice,n95,4.0,19670.0
220,long term care/assisted care/group home/skilled nursing/hospice,n95,5.0,12790.0
221,long term care/assisted care/group home/skilled nursing/hospice,n95,6.0,14510.0
222,long term care/assisted care/group home/skilled nursing/hospice,n95,7.0,25721.0
223,long term care/assisted care/group home/skilled nursing/hospice,n95,8.0,4893.0
224,long term care/assisted care/group home/skilled nursing/hospice,n95,9.0,15665.0
225,long term care/assisted care/group home/skilled nursing/hospice,n95,10.0,27280.0
226,long term care/assisted care/group home/skilled nursing/hospice,n95,11.0,30.0
227,long term care/assisted care/group home/skilled nursing/hospice,other items,7.0,2900.0
228,long term care/assisted care/group home/skilled nursing/hospice,other items,8.0,2000.0
229,long term care/assisted care/group home/skilled nursing/hospice,other items,9.0,32800.0
230,long term care/assisted care/group home/skilled nursing/hospice,other items,10.0,2450.0
231,long term care/assisted care/group home/skilled nursing/hospice,powered air-purifying respirator (papr),7.0,121.0
232,long term care/assisted care/group home/skilled nursing/hospice,powered air-purifying respirator (papr),8.0,320.0
233,long term care/assisted care/group home/skilled nursing/hospice,reusable cloth face covering,7.0,11600.0
234,long term care/assisted care/group home/skilled nursing/hospice,reusable cloth face covering,8.0,10380.0
235,long term care/assisted care/group home/skilled nursing/hospice,reusable cloth face covering,9.0,1780.0
236,long term care/assisted care/group home/skilled nursing/hospice,reusable cloth face covering,10.0,7130.0
237,long term care/assisted care/group home/skilled nursing/hospice,sanitizer,7.0,4923.0
238,long term care/assisted care/group home/skilled nursing/hospice,sanitizer,8.0,7328.0
239,long term care/assisted care/group home/skilled nursing/hospice,sanitizer,9.0,20307.0
240,long term care/assisted care/group home/skilled nursing/hospice,sanitizer,10.0,7297.0
241,long term care/assisted care/group home/skilled nursing/hospice,sanitizer,11.0,20.0
242,long term care/assisted care/group home/skilled nursing/hospice,shoe cover,5.0,50.0
243,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,3.0,7750.0
244,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,4.0,59700.0
245,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,5.0,31300.0
246,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,6.0,92080.0
247,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,7.0,23255.0
248,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,8.0,22970.0
249,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,9.0,31795.0
250,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,10.0,341200.0
251,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,11.0,50.0
252,long term care/assisted care/group home/skilled nursing/hospice,testing supplies,7.0,400.0
253,long term care/assisted care/group home/skilled nursing/hospice,testing supplies,8.0,5935.0
254,long term care/assisted care/group home/skilled nursing/hospice,testing supplies,9.0,7310.0
255,long term care/assisted care/group home/skilled nursing/hospice,thermometer,10.0,393.0
256,other,alt. gowns,6.0,1350.0
257,other,alt. gowns,7.0,500.0
258,other,alt. gowns,8.0,4525.0
259,other,alt. gowns,9.0,3000.0
260,other,bottle,8.0,3.0
261,other,disinfectant,6.0,7.0
262,other,disinfectant,8.0,16.0
263,other,face shield,5.0,48.0
264,other,face shield,6.0,2001.0
265,other,face shield,7.0,1800.0
266,other,face shield,8.0,2200.0
267,other,face shield,9.0,19742.0
268,other,face shield,10.0,29100.0
269,other,gloves,5.0,3100.0
270,other,gloves,6.0,10200.0
271,other,gloves,7.0,15600.0
272,other,gloves,8.0,32050.0
273,other,gloves,9.0,81500.0
274,other,gloves,10.0,12900.0
275,other,goggles,6.0,24.0
276,other,goggles,7.0,2800.0
277,other,goggles,8.0,10.0
278,other,goggles,9.0,300.0
279,other,gowns,5.0,50.0
280,other,gowns,6.0,11347.0
281,other,gowns,7.0,6800.0
282,other,gowns,8.0,3695.0
283,other,gowns,9.0,493.0
284,other,gowns,10.0,18320.0
285,other,hand sanitizer,5.0,10.0
286,other,hand sanitizer,6.0,22.0
287,other,hand sanitizer,8.0,6.0
288,other,kits,6.0,200.0
289,other,kn95,5.0,12790.0
290,other,kn95,7.0,80080.0
291,other,misc,6.0,200.0
292,other,n95,5.0,40.0
293,other,n95,6.0,3210.0
294,other,n95,7.0,1800.0
295,other,n95,8.0,720.0
296,other,n95,9.0,2200.0
297,other,n95,10.0,34960.0
298,other,other items,8.0,680.0
299,other,reusable cloth face covering,7.0,2500.0
300,other,reusable cloth face covering,8.0,29500.0
301,other,reusable cloth face covering,9.0,6500.0
302,other,reusable masks,5.0,5000.0
303,other,reusable masks,6.0,500.0
304,other,reusable masks,8.0,5000.0
305,other,sanitizer,8.0,2576.0
306,other,sanitizer,9.0,40.0
307,other,sanitizer,10.0,50.0
308,other,surgical mask,5.0,2900.0
309,other,surgical mask,6.0,29100.0
310,other,surgical mask,8.0,17300.0
311,other,surgical mask,9.0,14900.0
312,other,surgical mask,10.0,17950.0
313,other,testing supplies,7.0,1260.0
314,other,testing supplies,8.0,3120.0
315,other,testing supplies,9.0,600.0
316,other,thermometer,9.0,7.0
317,private practice,face shield,4.0,24.0
318,private practice,face shield,5.0,202.0
319,private practice,face shield,6.0,166.0
320,private practice,face shield,7.0,60.0
321,private practice,face shield,10.0,530.0
322,private practice,gloves,5.0,2700.0
323,private practice,gloves,6.0,2300.0
324,private practice,gloves,7.0,5400.0
325,private practice,gloves,8.0,4000.0
326,private practice,gloves,10.0,1000.0
327,private practice,goggles,10.0,1000.0
328,private practice,gowns,4.0,18.0
329,private practice,gowns,5.0,206.0
330,private practice,gowns,6.0,270.0
331,private practice,gowns,7.0,140.0
332,private practice,gowns,10.0,650.0
333,private practice,n95,3.0,240.0
334,private practice,n95,4.0,30.0
335,private practice,n95,5.0,280.0
336,private practice,n95,6.0,640.0
337,private practice,n95,7.0,760.0
338,private practice,n95,10.0,600.0
339,private practice,other items,6.0,100.0
340,private practice,surgical mask,3.0,100.0
341,private practice,surgical mask,4.0,50.0
342,private practice,surgical mask,5.0,650.0
343,private practice,surgical mask,6.0,3150.0
344,private practice,surgical mask,7.0,2100.0
345,private practice,surgical mask,10.0,1200.0
346,school,disinfectant,8.0,77.0
347,school,disinfectant,9.0,176.0
348,school,face shield,10.0,2670.0
349,school,gloves,8.0,1200.0
350,school,gloves,9.0,13500.0
351,school,gloves,10.0,63400.0
352,school,gowns,9.0,2800.0
353,school,gowns,10.0,10255.0
354,school,hand sanitizer,9.0,3280.0
355,school,n95,8.0,20.0
356,school,n95,10.0,4440.0
357,school,other items,10.0,400.0
358,school,reusable cloth face covering,8.0,170.0
359,school,reusable cloth face covering,9.0,800.0
360,school,reusable cloth face covering,10.0,1140.0
361,school,reusable masks,5.0,5000.0
362,school,reusable masks,8.0,70000.0
363,school,reusable masks,9.0,3300.0
364,school,sanitizer,9.0,5121.0
365,school,sanitizer,10.0,9795.0
366,school,surgical mask,9.0,900.0
367,school,surgical mask,10.0,42530.0
368,school,testing supplies,9.0,250.0
