,facility type,category,month,qty out
148,fqhc/community health center,sanitizer,7,4.0
149,fqhc/community health center,sanitizer,10,200.0
150,fqhc/community health center,surgical mask,7,5000.0
151,fqhc/community health center,surgical mask,9,500.0
152,fqhc/community health center,surgical mask,10,1250.0
153,fqhc/community health center,testing supplies,8,240.0
154,fqhc/community health center,testing supplies,9,2000.0
155,home health,alt. gowns,8,1000.0
156,home health,face shield,6,450.0
157,home health,face shield,7,136.0
158,home health,face shield,9,1600.0
159,home health,face shield,10,1630.0
160,home health,gloves,6,800.0
161,home health,gloves,7,2100.0
162,home health,gloves,9,55600.0
163,home health,gloves,10,141700.0
164,home health,gowns,6,260.0
165,home health,gowns,7,600.0
166,home health,gowns,9,2150.0
167,home health,gowns,10,2030.0
168,home health,n95,6,500.0
169,home health,n95,7,900.0
170,home health,n95,9,2560.0
171,home health,n95,10,2720.0
172,home health,sanitizer,8,48.0
173,home health,surgical mask,6,3700.0
174,home health,surgical mask,7,1950.0
175,home health,surgical mask,9,11250.0
176,home health,surgical mask,10,10100.0
177,hospital,alt. gowns,3,58.0
178,hospital,alt. gowns,4,55.0
179,hospital,alt. gowns,12,5000.0
180,hospital,disinfectant,6,1.0
181,hospital,face shield,3,9384.0
182,hospital,face shield,4,840.0
183,hospital,face shield,6,1120.0
184,hospital,face shield,7,620.0
185,hospital,face shield,9,450.0
186,hospital,face shield,12,500.0
187,hospital,gloves,3,41400.0
188,hospital,gloves,4,900.0
189,hospital,gloves,6,38200.0
190,hospital,gloves,7,4400.0
191,hospital,gloves,9,13000.0
192,hospital,gloves,12,10800.0
193,hospital,goggles,6,900.0
194,hospital,goggles,9,60.0
195,hospital,gowns,3,10620.0
196,hospital,gowns,4,222.0
197,hospital,gowns,6,1900.0
198,hospital,gowns,7,1030.0
199,hospital,gowns,8,50.0
200,hospital,gowns,9,200.0
201,hospital,gowns,12,2850.0
202,hospital,hand sanitizer,6,30.0
203,hospital,kn95,5,10000.0
204,hospital,n95,3,29780.0
205,hospital,n95,4,2800.0
206,hospital,n95,6,140.0
207,hospital,n95,7,310.0
208,hospital,n95,8,200.0
209,hospital,n95,9,600.0
210,hospital,n95,12,360.0
211,hospital,surgical mask,3,34250.0
212,hospital,surgical mask,4,2650.0
213,hospital,surgical mask,6,2400.0
214,hospital,surgical mask,7,3400.0
215,hospital,surgical mask,9,1500.0
216,hospital,surgical mask,12,600.0
217,hospital,testing supplies,8,3400.0
218,hospital,testing supplies,9,60.0
219,hospital,testing supplies,10,300.0
220,hospital,ventilators,7,60.0
221,jurisdiction,container,11,260.0
222,jurisdiction,disinfectant,5,100.0
223,jurisdiction,face shield,5,984.0
224,jurisdiction,gloves,4,4500.0
225,jurisdiction,gloves,5,2500.0
226,jurisdiction,gloves,7,200.0
227,jurisdiction,gloves,9,200.0
228,jurisdiction,gloves,10,6900.0
229,jurisdiction,gloves,11,54100.0
230,jurisdiction,gowns,5,108.0
231,jurisdiction,gowns,7,500.0
232,jurisdiction,gowns,9,150.0
233,jurisdiction,gowns,10,150.0
234,jurisdiction,misc,9,600.0
235,jurisdiction,misc,10,0.0
236,jurisdiction,n95,4,2010.0
237,jurisdiction,n95,5,1000.0
238,jurisdiction,other items,7,1000.0
239,jurisdiction,reusable masks,10,9000.0
240,jurisdiction,reusable masks,11,197385.0
241,jurisdiction,sheet,11,290.0
242,jurisdiction,surgical mask,4,4000.0
243,jurisdiction,surgical mask,5,6000.0
244,jurisdiction,surgical mask,10,6000.0
245,jurisdiction,surgical mask,11,3000.0
246,jurisdiction,thermometer,11,100.0
247,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,1,3230.0
248,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,4,1050.0
249,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,5,1675.0
250,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,6,2100.0
251,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,7,5189.0
252,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,8,1395.0
253,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,9,700.0
254,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,10,6450.0
255,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,11,200.0
256,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,12,2080.0
257,long term care/assisted care/group home/skilled nursing/hospice,bag,12,200.0
258,long term care/assisted care/group home/skilled nursing/hospice,binax,12,40.0
259,long term care/assisted care/group home/skilled nursing/hospice,coveralls,7,200.0
260,long term care/assisted care/group home/skilled nursing/hospice,disinfectant,6,8.0
261,long term care/assisted care/group home/skilled nursing/hospice,disinfectant,7,4.0
262,long term care/assisted care/group home/skilled nursing/hospice,disinfectant,9,3.0
263,long term care/assisted care/group home/skilled nursing/hospice,face shield,1,22962.0
264,long term care/assisted care/group home/skilled nursing/hospice,face shield,3,1152.0
265,long term care/assisted care/group home/skilled nursing/hospice,face shield,4,14056.0
266,long term care/assisted care/group home/skilled nursing/hospice,face shield,5,7810.0
267,long term care/assisted care/group home/skilled nursing/hospice,face shield,6,6522.0
268,long term care/assisted care/group home/skilled nursing/hospice,face shield,7,3465.0
269,long term care/assisted care/group home/skilled nursing/hospice,face shield,9,550.0
270,long term care/assisted care/group home/skilled nursing/hospice,face shield,10,41830.0
271,long term care/assisted care/group home/skilled nursing/hospice,face shield,11,20906.0
272,long term care/assisted care/group home/skilled nursing/hospice,face shield,12,59760.0
273,long term care/assisted care/group home/skilled nursing/hospice,glasses,12,200.0
274,long term care/assisted care/group home/skilled nursing/hospice,gloves,1,589800.0
275,long term care/assisted care/group home/skilled nursing/hospice,gloves,3,2300.0
276,long term care/assisted care/group home/skilled nursing/hospice,gloves,4,95700.0
277,long term care/assisted care/group home/skilled nursing/hospice,gloves,5,211850.0
278,long term care/assisted care/group home/skilled nursing/hospice,gloves,6,101000.0
279,long term care/assisted care/group home/skilled nursing/hospice,gloves,7,85900.0
280,long term care/assisted care/group home/skilled nursing/hospice,gloves,8,8000.0
281,long term care/assisted care/group home/skilled nursing/hospice,gloves,9,116250.0
282,long term care/assisted care/group home/skilled nursing/hospice,gloves,10,181950.0
283,long term care/assisted care/group home/skilled nursing/hospice,gloves,11,332330.0
284,long term care/assisted care/group home/skilled nursing/hospice,gloves,12,957500.0
285,long term care/assisted care/group home/skilled nursing/hospice,goggles,1,150.0
286,long term care/assisted care/group home/skilled nursing/hospice,goggles,5,194.0
287,long term care/assisted care/group home/skilled nursing/hospice,goggles,6,504.0
288,long term care/assisted care/group home/skilled nursing/hospice,goggles,7,750.0
289,long term care/assisted care/group home/skilled nursing/hospice,goggles,8,90.0
290,long term care/assisted care/group home/skilled nursing/hospice,goggles,9,240.0
291,long term care/assisted care/group home/skilled nursing/hospice,goggles,10,120.0
292,long term care/assisted care/group home/skilled nursing/hospice,goggles,12,120.0
293,long term care/assisted care/group home/skilled nursing/hospice,gown,11,2440.0
294,long term care/assisted care/group home/skilled nursing/hospice,gown,12,7650.0
295,long term care/assisted care/group home/skilled nursing/hospice,gowns,1,63890.0
296,long term care/assisted care/group home/skilled nursing/hospice,gowns,3,1386.0
297,long term care/assisted care/group home/skilled nursing/hospice,gowns,4,26192.0
298,long term care/assisted care/group home/skilled nursing/hospice,gowns,5,11572.0
299,long term care/assisted care/group home/skilled nursing/hospice,gowns,6,36276.0
300,long term care/assisted care/group home/skilled nursing/hospice,gowns,7,42390.0
301,long term care/assisted care/group home/skilled nursing/hospice,gowns,8,21875.0
302,long term care/assisted care/group home/skilled nursing/hospice,gowns,9,17618.0
303,long term care/assisted care/group home/skilled nursing/hospice,gowns,10,46010.0
304,long term care/assisted care/group home/skilled nursing/hospice,gowns,11,77248.0
305,long term care/assisted care/group home/skilled nursing/hospice,gowns,12,163527.0
306,long term care/assisted care/group home/skilled nursing/hospice,hand sanitizer,4,9.0
307,long term care/assisted care/group home/skilled nursing/hospice,hand sanitizer,5,47.0
308,long term care/assisted care/group home/skilled nursing/hospice,hand sanitizer,6,19.0
309,long term care/assisted care/group home/skilled nursing/hospice,hand sanitizer,7,14.0
310,long term care/assisted care/group home/skilled nursing/hospice,hand sanitizer,10,24.0
311,long term care/assisted care/group home/skilled nursing/hospice,hand sanitizer,11,100.0
312,long term care/assisted care/group home/skilled nursing/hospice,hand sanitizer,12,13.0
313,long term care/assisted care/group home/skilled nursing/hospice,kn95,5,600.0
314,long term care/assisted care/group home/skilled nursing/hospice,kn95,11,300.0
315,long term care/assisted care/group home/skilled nursing/hospice,misc,5,50.0
316,long term care/assisted care/group home/skilled nursing/hospice,misc,6,280.0
317,long term care/assisted care/group home/skilled nursing/hospice,n95,1,78660.0
318,long term care/assisted care/group home/skilled nursing/hospice,n95,3,3070.0
319,long term care/assisted care/group home/skilled nursing/hospice,n95,4,19770.0
320,long term care/assisted care/group home/skilled nursing/hospice,n95,5,12790.0
321,long term care/assisted care/group home/skilled nursing/hospice,n95,6,14510.0
322,long term care/assisted care/group home/skilled nursing/hospice,n95,7,25720.0
323,long term care/assisted care/group home/skilled nursing/hospice,n95,8,4873.0
324,long term care/assisted care/group home/skilled nursing/hospice,n95,9,16845.0
325,long term care/assisted care/group home/skilled nursing/hospice,n95,10,36380.0
326,long term care/assisted care/group home/skilled nursing/hospice,n95,11,58816.0
327,long term care/assisted care/group home/skilled nursing/hospice,n95,12,153145.0
328,long term care/assisted care/group home/skilled nursing/hospice,other items,1,300.0
329,long term care/assisted care/group home/skilled nursing/hospice,other items,7,1000.0
330,long term care/assisted care/group home/skilled nursing/hospice,other items,8,1300.0
331,long term care/assisted care/group home/skilled nursing/hospice,other items,9,30000.0
332,long term care/assisted care/group home/skilled nursing/hospice,other items,12,800.0
333,long term care/assisted care/group home/skilled nursing/hospice,sanitizer,1,13288.0
334,long term care/assisted care/group home/skilled nursing/hospice,sanitizer,7,39.0
335,long term care/assisted care/group home/skilled nursing/hospice,sanitizer,10,2959.0
336,long term care/assisted care/group home/skilled nursing/hospice,sanitizer,11,7500.0
337,long term care/assisted care/group home/skilled nursing/hospice,sanitizer,12,1788.0
338,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,1,115210.0
339,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,3,7750.0
340,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,4,59700.0
341,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,5,31300.0
342,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,6,92080.0
343,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,7,21150.0
344,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,8,6500.0
345,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,9,22050.0
346,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,10,154200.0
347,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,11,208570.0
348,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,12,197035.0
349,long term care/assisted care/group home/skilled nursing/hospice,test,1,56430.0
350,long term care/assisted care/group home/skilled nursing/hospice,test,10,4400.0
351,long term care/assisted care/group home/skilled nursing/hospice,test,11,134883.0
352,long term care/assisted care/group home/skilled nursing/hospice,test,12,373362.0
353,long term care/assisted care/group home/skilled nursing/hospice,testing supplies,7,400.0
354,long term care/assisted care/group home/skilled nursing/hospice,testing supplies,8,5935.0
355,long term care/assisted care/group home/skilled nursing/hospice,testing supplies,9,7310.0
356,long term care/assisted care/group home/skilled nursing/hospice,testing supplies,10,18991.0
357,long term care/assisted care/group home/skilled nursing/hospice,testing supplies,11,32530.0
358,long term care/assisted care/group home/skilled nursing/hospice,testing supplies,12,1550.0
359,long term care/assisted care/group home/skilled nursing/hospice,thermometer,12,4.0
360,long term care/assisted care/group home/skilled nursing/hospice,wipes,12,2.0
361,other,alt. gowns,6,1350.0
362,other,alt. gowns,7,500.0
363,other,alt. gowns,8,4525.0
364,other,alt. gowns,9,3000.0
365,other,disinfectant,6,7.0
366,other,disinfectant,8,16.0
367,other,face shield,1,504.0
368,other,face shield,5,48.0
369,other,face shield,6,2001.0
370,other,face shield,7,800.0
371,other,face shield,8,2000.0
372,other,face shield,9,18400.0
373,other,face shield,10,4000.0
374,other,face shield,12,1100.0
375,other,gloves,1,22000.0
376,other,gloves,5,3100.0
377,other,gloves,6,10200.0
378,other,gloves,7,600.0
379,other,gloves,8,23300.0
380,other,gloves,9,75500.0
381,other,gloves,10,47900.0
382,other,gloves,11,7403.0
383,other,gloves,12,8100.0
384,other,goggles,6,24.0
385,other,goggles,7,2800.0
386,other,goggles,8,2610.0
387,other,goggles,9,300.0
388,other,goggles,12,900.0
389,other,gowns,1,500.0
390,other,gowns,5,50.0
391,other,gowns,6,11347.0
392,other,gowns,7,6800.0
393,other,gowns,8,3695.0
394,other,gowns,9,430.0
395,other,gowns,10,2930.0
396,other,gowns,12,1200.0
397,other,hand sanitizer,5,10.0
398,other,hand sanitizer,6,22.0
399,other,hand sanitizer,8,6.0
400,other,kn95,5,12790.0
401,other,kn95,7,80080.0
402,other,misc,6,200.0
403,other,n95,1,500.0
404,other,n95,5,40.0
405,other,n95,6,3210.0
406,other,n95,7,1800.0
407,other,n95,8,720.0
408,other,n95,9,2200.0
409,other,n95,10,12140.0
410,other,n95,11,20060.0
411,other,n95,12,1350.0
412,other,other items,8,303.0
413,other,other items,9,15.0
414,other,reusable masks,5,5000.0
415,other,reusable masks,6,500.0
416,other,reusable masks,8,5000.0
417,other,reusable masks,10,14000.0
418,other,sanitizer,8,6048.0
419,other,sanitizer,9,20.0
420,other,sanitizer,10,10.0
421,other,sanitizer,11,18.0
422,other,stat paq,6,200.0
423,other,surgical mask,1,1000.0
424,other,surgical mask,5,2900.0
425,other,surgical mask,6,29100.0
426,other,surgical mask,8,10500.0
427,other,surgical mask,9,14900.0
428,other,surgical mask,10,42450.0
429,other,surgical mask,11,22925.0
430,other,surgical mask,12,1500.0
431,other,test,12,2800.0
432,other,testing supplies,7,1260.0
433,other,testing supplies,8,3120.0
434,other,testing supplies,9,600.0
435,other,testing supplies,10,1765.0
436,other,testing supplies,11,1000.0
437,other,thermometer,10,4.0
438,other,thermometer,12,60.0
439,private practice,face shield,4,24.0
440,private practice,face shield,5,202.0
441,private practice,face shield,6,166.0
442,private practice,face shield,7,10.0
443,private practice,face shield,10,530.0
444,private practice,gloves,5,2700.0
445,private practice,gloves,6,2300.0
446,private practice,gloves,7,5400.0
447,private practice,gloves,8,4000.0
448,private practice,gloves,10,1000.0
449,private practice,goggles,10,1000.0
450,private practice,gowns,4,18.0
451,private practice,gowns,5,206.0
452,private practice,gowns,6,270.0
453,private practice,gowns,7,140.0
454,private practice,gowns,10,650.0
455,private practice,n95,3,240.0
456,private practice,n95,4,30.0
457,private practice,n95,5,280.0
458,private practice,n95,6,640.0
459,private practice,n95,7,760.0
460,private practice,n95,10,600.0
461,private practice,surgical mask,3,100.0
462,private practice,surgical mask,4,50.0
463,private practice,surgical mask,5,650.0
464,private practice,surgical mask,6,3150.0
465,private practice,surgical mask,7,2100.0
466,private practice,surgical mask,10,1200.0
467,school,alt. gowns,8,10.0
468,school,disinfectant,8,77.0
469,school,disinfectant,9,176.0
470,school,disinfectant,11,9.0
471,school,face shield,1,1000.0
472,school,face shield,10,5620.0
473,school,face shield,11,1180.0
474,school,face shield,12,1190.0
475,school,gloves,1,7000.0
476,school,gloves,9,11000.0
477,school,gloves,10,86800.0
478,school,gloves,11,17850.0
479,school,gloves,12,14850.0
480,school,gown,11,10.0
481,school,gowns,1,400.0
482,school,gowns,10,5305.0
483,school,gowns,11,520.0
484,school,gowns,12,560.0
485,school,hand sanitizer,9,3280.0
486,school,hand sanitizer,10,1540.0
487,school,hand sanitizer,11,83.0
488,school,n95,1,2301.0
489,school,n95,8,20.0
490,school,n95,9,20.0
491,school,n95,10,6520.0
492,school,n95,11,6570.0
493,school,n95,12,4720.0
494,school,other items,11,30.0
495,school,reusable masks,5,5000.0
496,school,reusable masks,8,70000.0
497,school,reusable masks,9,3300.0
498,school,reusable masks,10,5580.0
499,school,sanitizer,1,1130.0
500,school,sanitizer,8,10.0
501,school,sanitizer,9,260.0
502,school,sanitizer,10,1849.0
503,school,sanitizer,11,906.0
504,school,sanitizer,12,400.0
505,school,surgical mask,1,4900.0
506,school,surgical mask,10,58130.0
507,school,surgical mask,11,28235.0
508,school,surgical mask,12,6750.0
509,school,test,11,1460.0
510,school,test,12,8200.0
511,school,testing supplies,9,250.0
512,school,testing supplies,10,690.0
513,school,testing supplies,11,760.0
514,school,thermometer,1,60.0
