,facility type,category,month,qty out
100,Group home,face shield,6,30.0
101,Group home,gloves,6,600.0
102,Group home,gowns,6,60.0
103,Group home,hand sanitizer,6,4.0
104,Group home,n95,6,60.0
105,Hospital,alt. gowns,3,4.0
106,Hospital,face shield,1,50.0
107,Hospital,face shield,3,960.0
108,Hospital,face shield,7,120.0
109,Hospital,face shield,10,1200.0
110,Hospital,face shield,11,250.0
111,Hospital,gloves,1,34200.0
112,Hospital,gloves,3,12900.0
113,Hospital,gloves,7,1800.0
114,Hospital,gloves,10,6600.0
115,Hospital,gloves,11,4100.0
116,Hospital,gloves,12,1000.0
117,Hospital,gowns,1,4500.0
118,Hospital,gowns,3,1014.0
119,Hospital,gowns,7,250.0
120,Hospital,gowns,10,320.0
121,Hospital,gowns,11,250.0
122,Hospital,gowns,12,1000.0
123,Hospital,kn95,5,10000.0
124,Hospital,literature,2,200.0
125,Hospital,misc,1,200.0
126,Hospital,n95,1,550.0
127,Hospital,n95,3,4060.0
128,Hospital,n95,7,240.0
129,Hospital,n95,10,340.0
130,Hospital,n95,11,920.0
131,Hospital,n95,12,200.0
132,Hospital,reusable masks,7,10050.0
133,Hospital,surgical mask,1,2260.0
134,Hospital,surgical mask,3,7700.0
135,Hospital,surgical mask,7,1400.0
136,Hospital,surgical mask,10,6000.0
137,Hospital,surgical mask,11,1450.0
138,Hospital,testing supplies,1,7120.0
139,Hospital,testing supplies,10,160.0
140,Hospital,testing supplies,11,200.0
141,Hospital,thermometers,1,6.0
142,Hospital,ventilator supplies,1,623.0
143,Hospital,ventilator supplies,12,916.0
144,Hospital,ventilators,7,13.0
145,Hospital,ventilators,12,56.0
146,Independent living,face shield,2,1000.0
147,Independent living,face shield,5,24.0
148,Independent living,gloves,2,2000.0
149,Independent living,gowns,2,1000.0
150,Independent living,gowns,5,100.0
151,Independent living,kn95,2,120.0
152,Independent living,surgical mask,2,1000.0
153,Medical,ancillary kits,1,100.0
154,Medical,disinfectants,2,200.0
155,Medical,face shield,2,254.0
156,Medical,face shield,6,136.0
157,Medical,face shield,7,5000.0
158,Medical,face shield,12,106.0
159,Medical,gloves,1,27000.0
160,Medical,gloves,2,15200.0
161,Medical,gloves,3,6000.0
162,Medical,gloves,6,500.0
163,Medical,gloves,12,13400.0
164,Medical,goggles,7,960.0
165,Medical,gowns,1,400.0
166,Medical,gowns,2,1050.0
167,Medical,gowns,6,120.0
168,Medical,gowns,7,6000.0
169,Medical,gowns,12,230.0
170,Medical,literature,2,200.0
171,Medical,misc,2,400.0
172,Medical,misc,12,26.0
173,Medical,n95,1,200.0
174,Medical,n95,2,2320.0
175,Medical,n95,3,100.0
176,Medical,n95,6,180.0
177,Medical,n95,11,100.0
178,Medical,n95,12,600.0
179,Medical,needles,2,200.0
180,Medical,surgical mask,1,400.0
181,Medical,surgical mask,2,10400.0
182,Medical,surgical mask,3,500.0
183,Medical,surgical mask,6,600.0
184,Medical,surgical mask,11,600.0
185,Medical,surgical mask,12,4300.0
186,Medical,syringes,2,200.0
187,Medical,testing supplies,1,129550.0
188,Medical,testing supplies,2,2480.0
189,Medical,testing supplies,11,840.0
190,Medical,testing supplies,12,6050.0
191,Medical,ventilators,2,859.0
192,Memory care,alt. gowns,4,48.0
193,Memory care,face shield,4,360.0
194,Memory care,face shield,5,48.0
195,Memory care,face shield,7,320.0
196,Memory care,gloves,1,10000.0
197,Memory care,gloves,4,5700.0
198,Memory care,gloves,7,1400.0
199,Memory care,gloves,12,1100.0
200,Memory care,gowns,1,200.0
201,Memory care,gowns,4,252.0
202,Memory care,gowns,5,50.0
203,Memory care,gowns,6,250.0
204,Memory care,gowns,7,3500.0
205,Memory care,gowns,11,300.0
206,Memory care,gowns,12,500.0
207,Memory care,n95,1,1000.0
208,Memory care,n95,4,470.0
209,Memory care,n95,5,100.0
210,Memory care,n95,7,780.0
211,Memory care,n95,11,400.0
212,Memory care,n95,12,540.0
213,Memory care,surgical mask,4,750.0
214,Memory care,surgical mask,5,50.0
215,Memory care,surgical mask,6,250.0
216,Memory care,surgical mask,7,2300.0
217,Memory care,surgical mask,12,500.0
218,Memory care,testing supplies,1,400.0
219,Memory care,testing supplies,11,320.0
220,Memory care,testing supplies,12,760.0
221,Non profit,gloves,6,1400.0
222,Non profit,reusable masks,7,610671.0
223,Non profit,reusable masks,8,1100.0
224,Non profit,reusable masks,10,500.0
225,Non profit,surgical mask,6,900.0
226,Pediatrics,n95,3,120.0
227,Pediatrics,n95,6,60.0
228,Pediatrics,surgical mask,6,200.0
229,Pharmacy,needles,2,1200.0
230,Pharmacy,needles,3,1500.0
231,Pharmacy,syringes,3,1500.0
232,Pod,ancillary kits,12,11.0
233,Pod,batteries,1,216.0
234,Pod,batteries,2,24.0
235,Pod,batteries,3,2496.0
236,Pod,batteries,12,816.0
237,Pod,canopies,2,5.0
238,Pod,canopies,3,25.0
239,Pod,canopies,12,29.0
240,Pod,container,3,3.0
241,Pod,cradle,12,3.0
242,Pod,disinfectants,1,100.0
243,Pod,disinfectants,12,6215.0
244,Pod,face shield,12,800.0
245,Pod,filters,1,360.0
246,Pod,freezers,12,6.0
247,Pod,gloves,1,1058500.0
248,Pod,gloves,2,51000.0
249,Pod,gloves,3,11000.0
250,Pod,gloves,12,53000.0
251,Pod,gowns,3,20.0
252,Pod,hand sanitizer,12,406.0
253,Pod,hand warmers,1,4008.0
254,Pod,hand warmers,2,720.0
255,Pod,hand warmers,12,1944.0
256,Pod,ipads,1,25.0
257,Pod,ipads,2,28.0
258,Pod,ipads,3,20.0
259,Pod,ipads,12,131.0
260,Pod,literature,1,155250.0
261,Pod,literature,2,85250.0
262,Pod,literature,3,44000.0
263,Pod,literature,12,197300.0
264,Pod,misc,1,19035.0
265,Pod,misc,2,45636.0
266,Pod,misc,3,3534.0
267,Pod,misc,12,19715.0
268,Pod,needles,1,41300.0
269,Pod,needles,2,79000.0
270,Pod,needles,3,5000.0
271,Pod,needles,12,5000.0
272,Pod,ponchos,1,700.0
273,Pod,ponchos,2,312.0
274,Pod,ponchos,3,460.0
275,Pod,ponchos,12,9.0
276,Pod,radios,1,20.0
277,Pod,radios,3,20.0
278,Pod,radios,12,120.0
279,Pod,signs,12,39.0
280,Pod,surgical mask,1,500.0
281,Pod,surgical mask,2,500.0
282,Pod,surgical mask,3,50.0
283,Pod,surgical mask,12,8400.0
284,Pod,syringes,1,15600.0
285,Pod,syringes,2,3000.0
286,Pod,testing supplies,3,200.0
287,Pod,thermometers,12,4.0
288,Pod,vests,1,62.0
289,Pod,vests,2,986.0
290,Pod,vests,3,45.0
291,Pod,vests,12,120.0
292,Recovery care,face shield,3,1080.0
293,Recovery care,face shield,4,48.0
294,Recovery care,face shield,10,1000.0
295,Recovery care,face shield,12,4800.0
296,Recovery care,gloves,3,5100.0
297,Recovery care,gloves,4,800.0
298,Recovery care,gloves,10,1200.0
299,Recovery care,gloves,12,12200.0
300,Recovery care,gowns,4,120.0
301,Recovery care,n95,4,140.0
302,Recovery care,n95,10,600.0
303,Recovery care,n95,12,4800.0
304,Recovery care,surgical mask,3,5000.0
305,Recovery care,surgical mask,4,1000.0
306,Recovery care,surgical mask,10,1000.0
307,Recovery care,surgical mask,12,4800.0
308,Recovery care,testing supplies,3,400.0
309,Recovery care,testing supplies,12,80.0
310,Senior living,gloves,3,20000.0
311,Senior living,testing supplies,10,200.0
312,Senior living,testing supplies,11,120.0
313,Specialty care,alt. gowns,5,300.0
314,Specialty care,face shield,3,1008.0
315,Specialty care,face shield,4,1008.0
316,Specialty care,face shield,5,192.0
317,Specialty care,gloves,1,3000.0
318,Specialty care,gloves,2,24900.0
319,Specialty care,gloves,3,11000.0
320,Specialty care,gloves,4,2300.0
321,Specialty care,gloves,5,1650.0
322,Specialty care,gloves,11,6000.0
323,Specialty care,gloves,12,4400.0
324,Specialty care,gowns,1,1500.0
325,Specialty care,gowns,3,1014.0
326,Specialty care,gowns,4,1014.0
327,Specialty care,gowns,5,296.0
328,Specialty care,gowns,6,400.0
329,Specialty care,gowns,11,500.0
330,Specialty care,gowns,12,2800.0
331,Specialty care,n95,2,1100.0
332,Specialty care,n95,3,1500.0
333,Specialty care,n95,4,1000.0
334,Specialty care,n95,5,360.0
335,Specialty care,n95,12,800.0
336,Specialty care,surgical mask,1,500.0
337,Specialty care,surgical mask,2,100.0
338,Specialty care,surgical mask,3,1000.0
339,Specialty care,surgical mask,4,1200.0
340,Specialty care,surgical mask,5,850.0
341,Specialty care,surgical mask,11,300.0
342,Specialty care,testing supplies,1,3900.0
343,Specialty care,testing supplies,2,4280.0
344,Specialty care,testing supplies,11,2540.0
345,Specialty care,testing supplies,12,11600.0
346,Womens health,face shield,7,10.0
347,Womens health,gloves,7,600.0
348,Womens health,gowns,7,40.0
349,Womens health,n95,7,440.0
350,Womens health,surgical mask,7,2100.0
351,county,disinfectants,1,65.0
352,county,disinfectants,5,60.0
353,county,disinfectants,7,55.0
354,county,disinfectants,8,6.0
355,county,face shield,1,24.0
356,county,face shield,4,1344.0
357,county,face shield,6,10.0
358,county,face shield,9,1000.0
359,county,face shield,10,60.0
360,county,gloves,2,500.0
361,county,gloves,4,42000.0
362,county,gloves,6,1000.0
363,county,gloves,7,9000.0
364,county,gloves,8,100.0
365,county,gloves,9,36200.0
366,county,gloves,10,4100.0
367,county,gloves,11,8100.0
368,county,gowns,4,2358.0
369,county,hand sanitizer,5,20.0
370,county,hand sanitizer,6,10.0
371,county,hand sanitizer,8,48.0
372,county,hand sanitizer,9,24.0
373,county,hand sanitizer,11,24.0
374,county,kn95,5,3000.0
375,county,kn95,6,1000.0
376,county,kn95,12,100.0
377,county,misc,1,399.0
378,county,misc,6,18.0
379,county,moderna,2,100.0
380,county,n95,1,60.0
381,county,n95,3,570.0
382,county,n95,4,1440.0
383,county,n95,7,2600.0
384,county,n95,10,600.0
385,county,reusable masks,5,10000.0
386,county,reusable masks,6,1350.0
387,county,reusable masks,8,500.0
388,county,reusable masks,10,3000.0
389,county,stat paq,3,2.0
390,county,surgical mask,1,50.0
391,county,surgical mask,3,19200.0
392,county,surgical mask,4,13850.0
393,county,surgical mask,5,5000.0
394,county,surgical mask,6,4050.0
395,county,surgical mask,7,10000.0
396,county,surgical mask,10,500.0
397,county,surgical mask,11,5000.0
398,county,testing supplies,8,3060.0
399,county,testing supplies,9,4630.0
400,county,testing supplies,12,520.0
401,county,thermometers,3,350.0
402,county,thermometers,4,322.0
403,county,thermometers,7,300.0
404,county,thermometers,8,100.0
405,ems/fire/law enforcement,alt. gowns,6,1000.0
406,ems/fire/law enforcement,ancillary kits,1,100.0
407,ems/fire/law enforcement,container,3,3.0
408,ems/fire/law enforcement,disinfectants,9,50.0
409,ems/fire/law enforcement,disinfectants,11,21.0
410,ems/fire/law enforcement,face shield,4,1608.0
411,ems/fire/law enforcement,face shield,7,600.0
412,ems/fire/law enforcement,face shield,12,1000.0
413,ems/fire/law enforcement,gloves,2,10.0
414,ems/fire/law enforcement,gloves,3,16000.0
415,ems/fire/law enforcement,gloves,4,19800.0
416,ems/fire/law enforcement,gloves,7,16900.0
417,ems/fire/law enforcement,gloves,9,1000.0
418,ems/fire/law enforcement,gloves,12,4600.0
419,ems/fire/law enforcement,goggles,5,500.0
420,ems/fire/law enforcement,goggles,6,300.0
421,ems/fire/law enforcement,goggles,7,400.0
422,ems/fire/law enforcement,gowns,3,110.0
423,ems/fire/law enforcement,gowns,4,2652.0
424,ems/fire/law enforcement,gowns,5,700.0
425,ems/fire/law enforcement,gowns,6,1000.0
426,ems/fire/law enforcement,gowns,12,1200.0
427,ems/fire/law enforcement,kn95,7,80080.0
428,ems/fire/law enforcement,literature,3,50.0
429,ems/fire/law enforcement,misc,3,2400.0
430,ems/fire/law enforcement,n95,2,1000.0
431,ems/fire/law enforcement,n95,3,3148.0
432,ems/fire/law enforcement,n95,4,7000.0
433,ems/fire/law enforcement,n95,5,2500.0
434,ems/fire/law enforcement,n95,7,1900.0
435,ems/fire/law enforcement,n95,10,400.0
436,ems/fire/law enforcement,n95,11,200.0
437,ems/fire/law enforcement,n95,12,1500.0
438,ems/fire/law enforcement,needles,3,100.0
439,ems/fire/law enforcement,stat paq,3,141.0
440,ems/fire/law enforcement,surgical mask,2,4000.0
441,ems/fire/law enforcement,surgical mask,3,550.0
442,ems/fire/law enforcement,surgical mask,4,16050.0
443,ems/fire/law enforcement,surgical mask,5,500.0
444,ems/fire/law enforcement,surgical mask,9,1000.0
445,ems/fire/law enforcement,surgical mask,12,1000.0
446,ems/fire/law enforcement,testing supplies,1,24680.0
447,ems/fire/law enforcement,testing supplies,8,10.0
448,ems/fire/law enforcement,testing supplies,11,480.0
449,ems/fire/law enforcement,testing supplies,12,3320.0
450,ems/fire/law enforcement,ventilator supplies,12,1313.0
451,ems/fire/law enforcement,ventilators,7,123.0
452,ems/fire/law enforcement,ventilators,12,10.0
453,fqhc/community health center,face shield,1,80.0
454,fqhc/community health center,face shield,3,190.0
455,fqhc/community health center,face shield,10,940.0
456,fqhc/community health center,face shield,12,80.0
457,fqhc/community health center,gloves,1,1100.0
458,fqhc/community health center,gloves,2,1300.0
459,fqhc/community health center,gloves,3,4800.0
460,fqhc/community health center,gloves,10,16000.0
461,fqhc/community health center,gloves,12,1500.0
462,fqhc/community health center,gowns,1,90.0
463,fqhc/community health center,gowns,3,160.0
464,fqhc/community health center,gowns,7,1200.0
465,fqhc/community health center,gowns,10,50.0
466,fqhc/community health center,gowns,12,160.0
467,fqhc/community health center,n95,1,80.0
468,fqhc/community health center,n95,3,680.0
469,fqhc/community health center,n95,7,200.0
470,fqhc/community health center,n95,10,800.0
471,fqhc/community health center,n95,12,40.0
472,fqhc/community health center,sanitizer,7,4.0
473,fqhc/community health center,sanitizer,10,200.0
474,fqhc/community health center,surgical mask,2,2000.0
475,fqhc/community health center,surgical mask,7,5000.0
476,fqhc/community health center,surgical mask,10,1750.0
477,fqhc/community health center,wipes,2,3.0
478,home health,alt. gowns,8,1000.0
479,home health,face shield,2,494.0
480,home health,face shield,3,402.0
481,home health,face shield,5,96.0
482,home health,face shield,6,450.0
483,home health,face shield,7,136.0
484,home health,face shield,9,1600.0
485,home health,face shield,10,2450.0
486,home health,face shield,12,430.0
487,home health,gloves,1,10000.0
488,home health,gloves,2,22000.0
489,home health,gloves,3,85200.0
490,home health,gloves,5,2000.0
491,home health,gloves,6,1800.0
492,home health,gloves,7,2100.0
493,home health,gloves,9,55600.0
494,home health,gloves,10,143900.0
495,home health,gloves,12,16500.0
496,home health,gowns,2,130.0
497,home health,gowns,3,150.0
498,home health,gowns,5,50.0
499,home health,gowns,6,360.0
500,home health,gowns,7,600.0
501,home health,gowns,9,2150.0
502,home health,gowns,10,2190.0
503,home health,gowns,12,230.0
504,home health,hand sanitizer,2,18.0
505,home health,hand sanitizer,12,20.0
506,home health,n95,1,1000.0
507,home health,n95,2,660.0
508,home health,n95,3,2260.0
509,home health,n95,4,40.0
510,home health,n95,5,100.0
511,home health,n95,6,700.0
512,home health,n95,7,900.0
513,home health,n95,9,2560.0
514,home health,n95,10,3280.0
515,home health,n95,12,850.0
516,home health,sanitizer,8,48.0
517,home health,surgical mask,2,2000.0
518,home health,surgical mask,3,23650.0
519,home health,surgical mask,5,500.0
520,home health,surgical mask,6,4100.0
521,home health,surgical mask,7,1950.0
522,home health,surgical mask,9,11250.0
523,home health,surgical mask,10,12350.0
524,home health,surgical mask,12,2050.0
525,home health,testing supplies,1,600.0
526,home health,testing supplies,2,240.0
527,home health,testing supplies,3,120.0
528,home health,testing supplies,10,400.0
529,home health,testing supplies,11,80.0
530,home health,testing supplies,12,140.0
531,hospice care,face shield,1,656.0
532,hospice care,face shield,2,30.0
533,hospice care,face shield,4,168.0
534,hospice care,face shield,6,96.0
535,hospice care,face shield,12,200.0
536,hospice care,gloves,1,30200.0
537,hospice care,gloves,2,22600.0
538,hospice care,gloves,3,30000.0
539,hospice care,gloves,4,600.0
540,hospice care,gloves,6,400.0
541,hospice care,gloves,10,9000.0
542,hospice care,gloves,12,2200.0
543,hospice care,gowns,1,1840.0
544,hospice care,gowns,2,500.0
545,hospice care,gowns,4,126.0
546,hospice care,gowns,6,705.0
547,hospice care,gowns,12,500.0
548,hospice care,n95,1,2250.0
549,hospice care,n95,2,360.0
550,hospice care,n95,3,100.0
551,hospice care,n95,4,360.0
552,hospice care,n95,6,490.0
553,hospice care,n95,12,1500.0
554,hospice care,surgical mask,1,2950.0
555,hospice care,surgical mask,2,300.0
556,hospice care,surgical mask,3,6050.0
557,hospice care,surgical mask,4,900.0
558,hospice care,surgical mask,6,1200.0
559,hospice care,surgical mask,12,500.0
560,hospice care,testing supplies,1,1170.0
561,hospice care,testing supplies,2,600.0
562,hospice care,testing supplies,9,1080.0
563,hospital,alt. gowns,3,54.0
564,hospital,alt. gowns,4,130.0
565,hospital,alt. gowns,7,500.0
566,hospital,alt. gowns,12,5000.0
567,hospital,batteries,3,48.0
568,hospital,caps,2,400.0
569,hospital,disinfectants,6,1.0
570,hospital,disinfectants,12,18.0
571,hospital,face shield,1,7080.0
572,hospital,face shield,2,1984.0
573,hospital,face shield,3,8844.0
574,hospital,face shield,4,2088.0
575,hospital,face shield,5,1296.0
576,hospital,face shield,6,1560.0
577,hospital,face shield,7,50.0
578,hospital,face shield,9,50.0
579,hospital,face shield,10,7500.0
580,hospital,face shield,11,4480.0
581,hospital,face shield,12,3220.0
582,hospital,gloves,1,249100.0
583,hospital,gloves,2,134000.0
584,hospital,gloves,3,255400.0
585,hospital,gloves,4,4700.0
586,hospital,gloves,5,7000.0
587,hospital,gloves,6,43050.0
588,hospital,gloves,7,3200.0
589,hospital,gloves,9,3000.0
590,hospital,gloves,10,10700.0
591,hospital,gloves,11,51700.0
592,hospital,gloves,12,119400.0
593,hospital,goggles,2,1150.0
594,hospital,goggles,5,50.0
595,hospital,goggles,6,900.0
596,hospital,gowns,1,14560.0
597,hospital,gowns,2,4500.0
598,hospital,gowns,3,11108.0
599,hospital,gowns,4,4596.0
600,hospital,gowns,5,1106.0
601,hospital,gowns,6,8200.0
602,hospital,gowns,7,1630.0
603,hospital,gowns,8,50.0
604,hospital,gowns,9,200.0
605,hospital,gowns,10,1800.0
606,hospital,gowns,11,25300.0
607,hospital,gowns,12,20550.0
608,hospital,hand sanitizer,6,30.0
609,hospital,kn95,2,2000.0
610,hospital,kn95,3,420.0
611,hospital,n95,1,20320.0
612,hospital,n95,2,3500.0
613,hospital,n95,3,33200.0
614,hospital,n95,4,4700.0
615,hospital,n95,5,1700.0
616,hospital,n95,6,1780.0
617,hospital,n95,7,610.0
618,hospital,n95,8,200.0
619,hospital,n95,9,200.0
620,hospital,n95,10,500.0
621,hospital,n95,11,11150.0
622,hospital,n95,12,12900.0
623,hospital,surgical mask,1,32700.0
624,hospital,surgical mask,2,14000.0
625,hospital,surgical mask,3,49600.0
626,hospital,surgical mask,4,5050.0
627,hospital,surgical mask,5,3000.0
628,hospital,surgical mask,6,8300.0
629,hospital,surgical mask,7,1100.0
630,hospital,surgical mask,9,1500.0
631,hospital,surgical mask,10,12500.0
632,hospital,surgical mask,11,72400.0
633,hospital,surgical mask,12,24800.0
634,hospital,testing supplies,1,30000.0
635,hospital,testing supplies,2,1680.0
636,hospital,testing supplies,3,3400.0
637,hospital,testing supplies,8,3200.0
638,hospital,testing supplies,9,1660.0
639,hospital,testing supplies,10,300.0
640,hospital,testing supplies,11,13080.0
641,hospital,testing supplies,12,58620.0
642,hospital,thermometers,3,5.0
643,hospital,ventilators,7,181.0
644,jurisdiction,container,11,260.0
645,jurisdiction,disinfectants,5,100.0
646,jurisdiction,disinfectants,8,15.0
647,jurisdiction,disinfectants,9,62.0
648,jurisdiction,face shield,5,984.0
649,jurisdiction,face shield,6,200.0
650,jurisdiction,face shield,9,400.0
651,jurisdiction,gloves,4,4500.0
652,jurisdiction,gloves,5,3500.0
653,jurisdiction,gloves,6,1200.0
654,jurisdiction,gloves,7,200.0
655,jurisdiction,gloves,9,10200.0
656,jurisdiction,gloves,10,2800.0
657,jurisdiction,gloves,11,50000.0
658,jurisdiction,goggles,5,204.0
659,jurisdiction,goggles,6,144.0
660,jurisdiction,goggles,9,60.0
661,jurisdiction,gowns,5,168.0
662,jurisdiction,gowns,6,600.0
663,jurisdiction,gowns,7,500.0
664,jurisdiction,gowns,9,150.0
665,jurisdiction,gowns,10,150.0
666,jurisdiction,hand sanitizer,5,5.0
667,jurisdiction,hand sanitizer,9,48.0
668,jurisdiction,n95,3,670.0
669,jurisdiction,n95,4,2010.0
670,jurisdiction,n95,5,1200.0
671,jurisdiction,n95,6,200.0
672,jurisdiction,n95,9,400.0
673,jurisdiction,other items,7,1000.0
674,jurisdiction,reusable masks,5,6000.0
675,jurisdiction,reusable masks,10,6000.0
676,jurisdiction,reusable masks,11,197385.0
677,jurisdiction,sheet,11,290.0
678,jurisdiction,surgical mask,4,4000.0
679,jurisdiction,surgical mask,5,6500.0
680,jurisdiction,surgical mask,6,500.0
681,jurisdiction,surgical mask,9,1500.0
682,jurisdiction,surgical mask,10,6000.0
683,jurisdiction,testing supplies,7,120.0
684,jurisdiction,testing supplies,8,240.0
685,jurisdiction,testing supplies,9,2600.0
686,jurisdiction,testing supplies,10,0.0
687,jurisdiction,testing supplies,11,2038.0
688,jurisdiction,thermometers,11,100.0
689,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,1,8730.0
690,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,2,14880.0
691,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,3,330.0
692,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,4,927.0
693,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,5,1375.0
694,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,6,2100.0
695,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,7,4689.0
696,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,8,1395.0
697,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,9,700.0
698,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,10,6450.0
699,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,11,200.0
700,long term care/assisted care/group home/skilled nursing/hospice,alt. gowns,12,2580.0
701,long term care/assisted care/group home/skilled nursing/hospice,coveralls,7,200.0
702,long term care/assisted care/group home/skilled nursing/hospice,disinfectants,1,7.0
703,long term care/assisted care/group home/skilled nursing/hospice,disinfectants,2,31.0
704,long term care/assisted care/group home/skilled nursing/hospice,disinfectants,3,26.0
705,long term care/assisted care/group home/skilled nursing/hospice,disinfectants,6,8.0
706,long term care/assisted care/group home/skilled nursing/hospice,disinfectants,7,4.0
707,long term care/assisted care/group home/skilled nursing/hospice,disinfectants,9,3.0
708,long term care/assisted care/group home/skilled nursing/hospice,disinfectants,12,20.0
709,long term care/assisted care/group home/skilled nursing/hospice,fabric mask,3,108000.0
710,long term care/assisted care/group home/skilled nursing/hospice,face shield,1,58584.0
711,long term care/assisted care/group home/skilled nursing/hospice,face shield,2,90940.0
712,long term care/assisted care/group home/skilled nursing/hospice,face shield,3,13818.0
713,long term care/assisted care/group home/skilled nursing/hospice,face shield,4,10936.0
714,long term care/assisted care/group home/skilled nursing/hospice,face shield,5,6130.0
715,long term care/assisted care/group home/skilled nursing/hospice,face shield,6,4836.0
716,long term care/assisted care/group home/skilled nursing/hospice,face shield,7,2800.0
717,long term care/assisted care/group home/skilled nursing/hospice,face shield,9,550.0
718,long term care/assisted care/group home/skilled nursing/hospice,face shield,10,23130.0
719,long term care/assisted care/group home/skilled nursing/hospice,face shield,11,16806.0
720,long term care/assisted care/group home/skilled nursing/hospice,face shield,12,48400.0
721,long term care/assisted care/group home/skilled nursing/hospice,gloves,1,1533000.0
722,long term care/assisted care/group home/skilled nursing/hospice,gloves,2,696200.0
723,long term care/assisted care/group home/skilled nursing/hospice,gloves,3,744900.0
724,long term care/assisted care/group home/skilled nursing/hospice,gloves,4,93000.0
