,facility type,category,month,qty out
198,long term care/assisted care/group home/skilled nursing/hospice,goggles,7,750
199,long term care/assisted care/group home/skilled nursing/hospice,goggles,8,2490
200,long term care/assisted care/group home/skilled nursing/hospice,goggles,9,240
201,long term care/assisted care/group home/skilled nursing/hospice,gowns,3,1386
202,long term care/assisted care/group home/skilled nursing/hospice,gowns,4,26192
203,long term care/assisted care/group home/skilled nursing/hospice,gowns,5,11572
204,long term care/assisted care/group home/skilled nursing/hospice,gowns,6,36276
205,long term care/assisted care/group home/skilled nursing/hospice,gowns,7,43130
206,long term care/assisted care/group home/skilled nursing/hospice,gowns,8,22150
207,long term care/assisted care/group home/skilled nursing/hospice,gowns,9,33258
208,long term care/assisted care/group home/skilled nursing/hospice,gowns,10,50295
209,long term care/assisted care/group home/skilled nursing/hospice,hand sanitizer,4,9
210,long term care/assisted care/group home/skilled nursing/hospice,hand sanitizer,5,47
211,long term care/assisted care/group home/skilled nursing/hospice,hand sanitizer,6,19
212,long term care/assisted care/group home/skilled nursing/hospice,hand sanitizer,7,14
213,long term care/assisted care/group home/skilled nursing/hospice,kits,6,280
214,long term care/assisted care/group home/skilled nursing/hospice,kn95,5,600
215,long term care/assisted care/group home/skilled nursing/hospice,n95,3,3070
216,long term care/assisted care/group home/skilled nursing/hospice,n95,4,19670
217,long term care/assisted care/group home/skilled nursing/hospice,n95,5,12790
218,long term care/assisted care/group home/skilled nursing/hospice,n95,6,14510
219,long term care/assisted care/group home/skilled nursing/hospice,n95,7,25721
220,long term care/assisted care/group home/skilled nursing/hospice,n95,8,4893
221,long term care/assisted care/group home/skilled nursing/hospice,n95,9,15665
222,long term care/assisted care/group home/skilled nursing/hospice,n95,10,18130
223,long term care/assisted care/group home/skilled nursing/hospice,other items,7,2900
224,long term care/assisted care/group home/skilled nursing/hospice,other items,8,2000
225,long term care/assisted care/group home/skilled nursing/hospice,other items,9,32800
226,long term care/assisted care/group home/skilled nursing/hospice,powered air-purifying respirator (papr),7,121
227,long term care/assisted care/group home/skilled nursing/hospice,powered air-purifying respirator (papr),8,320
228,long term care/assisted care/group home/skilled nursing/hospice,reusable cloth face covering,7,11600
229,long term care/assisted care/group home/skilled nursing/hospice,reusable cloth face covering,8,10380
230,long term care/assisted care/group home/skilled nursing/hospice,reusable cloth face covering,9,1780
231,long term care/assisted care/group home/skilled nursing/hospice,reusable cloth face covering,10,7130
232,long term care/assisted care/group home/skilled nursing/hospice,sanitizer,7,4923
233,long term care/assisted care/group home/skilled nursing/hospice,sanitizer,8,7328
234,long term care/assisted care/group home/skilled nursing/hospice,sanitizer,9,20307
235,long term care/assisted care/group home/skilled nursing/hospice,sanitizer,10,4367
236,long term care/assisted care/group home/skilled nursing/hospice,shoe cover,5,50
237,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,3,7750
238,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,4,59700
239,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,5,31300
240,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,6,92080
241,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,7,23255
242,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,8,22970
243,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,9,31795
244,long term care/assisted care/group home/skilled nursing/hospice,surgical mask,10,44190
245,long term care/assisted care/group home/skilled nursing/hospice,testing supplies,7,400
246,long term care/assisted care/group home/skilled nursing/hospice,testing supplies,8,5935
247,long term care/assisted care/group home/skilled nursing/hospice,testing supplies,9,7310
248,other,alt. gowns,6,1350
249,other,alt. gowns,7,500
250,other,alt. gowns,8,4525
251,other,alt. gowns,9,3000
252,other,bottle,8,3
253,other,disinfectant,6,7
254,other,disinfectant,8,16
255,other,face shield,5,48
256,other,face shield,6,2001
257,other,face shield,7,1800
258,other,face shield,8,2200
259,other,face shield,9,19742
260,other,face shield,10,28800
261,other,gloves,5,3100
262,other,gloves,6,10200
263,other,gloves,7,15600
264,other,gloves,8,32050
265,other,gloves,9,81500
266,other,gloves,10,12900
267,other,goggles,6,24
268,other,goggles,7,2800
269,other,goggles,8,10
270,other,goggles,9,300
271,other,gowns,5,50
272,other,gowns,6,11347
273,other,gowns,7,6800
274,other,gowns,8,3695
275,other,gowns,9,493
276,other,gowns,10,16320
277,other,hand sanitizer,5,10
278,other,hand sanitizer,6,22
279,other,hand sanitizer,8,6
280,other,kits,6,200
281,other,kn95,5,12790
282,other,kn95,7,80080
283,other,misc,6,200
284,other,n95,5,40
285,other,n95,6,3210
286,other,n95,7,1800
287,other,n95,8,720
288,other,n95,9,2200
289,other,n95,10,34560
290,other,other items,8,680
291,other,reusable cloth face covering,7,2500
292,other,reusable cloth face covering,8,29500
293,other,reusable cloth face covering,9,6500
294,other,reusable masks,5,5000
295,other,reusable masks,6,500
296,other,reusable masks,8,5000
297,other,sanitizer,8,2576
298,other,sanitizer,9,40
299,other,sanitizer,10,50
300,other,surgical mask,5,2900
301,other,surgical mask,6,29100
302,other,surgical mask,8,17300
303,other,surgical mask,9,14900
304,other,surgical mask,10,16950
305,other,testing supplies,7,1260
306,other,testing supplies,8,3120
307,other,testing supplies,9,600
308,other,thermometer,9,7
309,private practice,face shield,4,24
310,private practice,face shield,5,202
311,private practice,face shield,6,166
312,private practice,face shield,7,60
313,private practice,face shield,10,530
314,private practice,gloves,5,2700
315,private practice,gloves,6,2300
316,private practice,gloves,7,5400
317,private practice,gloves,8,4000
318,private practice,gloves,10,1000
319,private practice,goggles,10,1000
320,private practice,gowns,4,18
321,private practice,gowns,5,206
322,private practice,gowns,6,270
323,private practice,gowns,7,140
324,private practice,gowns,10,650
325,private practice,n95,3,240
326,private practice,n95,4,30
327,private practice,n95,5,280
328,private practice,n95,6,640
329,private practice,n95,7,760
330,private practice,n95,10,600
331,private practice,other items,6,100
332,private practice,surgical mask,3,100
333,private practice,surgical mask,4,50
334,private practice,surgical mask,5,650
335,private practice,surgical mask,6,3150
336,private practice,surgical mask,7,2100
337,private practice,surgical mask,10,1200
338,school,disinfectant,8,77
339,school,disinfectant,9,176
340,school,face shield,10,2670
341,school,gloves,8,1200
342,school,gloves,9,13500
343,school,gloves,10,63400
344,school,gowns,9,2800
345,school,gowns,10,10255
346,school,hand sanitizer,9,3280
347,school,n95,8,20
348,school,n95,10,4440
349,school,other items,10,400
350,school,reusable cloth face covering,8,170
351,school,reusable cloth face covering,9,800
352,school,reusable cloth face covering,10,1140
353,school,reusable masks,5,5000
354,school,reusable masks,8,70000
355,school,reusable masks,9,3300
356,school,sanitizer,9,5121
357,school,sanitizer,10,9795
358,school,surgical mask,9,900
359,school,surgical mask,10,42530
360,school,testing supplies,9,250
