,category,qty out,release date,year,week
208,surgical mask,2000.0,2020-11-09,2020,46
209,surgical mask,150.0,2020-11-10,2020,46
210,surgical mask,400.0,2020-11-18,2020,47
217,surgical mask,5000.0,2020-09-10,2020,37
218,surgical mask,200.0,2020-10-09,2020,41
219,n95,60.0,2020-07-13,2020,29
220,n95,20.0,2020-07-13,2020,29
221,n95,760.0,2020-07-13,2020,29
222,n95,500.0,2020-07-13,2020,29
223,n95,1000.0,2020-07-14,2020,29
224,n95,500.0,2020-07-14,2020,29
225,n95,200.0,2020-07-14,2020,29
226,n95,100.0,2020-07-15,2020,29
227,n95,500.0,2020-07-16,2020,29
228,n95,160.0,2020-07-16,2020,29
229,n95,100.0,2020-07-16,2020,29
230,n95,300.0,2020-07-16,2020,29
231,n95,100.0,2020-07-20,2020,30
232,n95,1000.0,2020-07-20,2020,30
233,n95,80.0,2020-07-20,2020,30
234,n95,300.0,2020-07-21,2020,30
235,n95,200.0,2020-07-20,2020,30
236,n95,1120.0,2020-07-23,2020,30
237,n95,50.0,2020-07-24,2020,30
238,n95,1000.0,2020-07-24,2020,30
239,n95,200.0,2020-07-27,2020,31
240,n95,300.0,2020-07-27,2020,31
241,n95,200.0,2020-07-27,2020,31
242,n95,100.0,2020-07-27,2020,31
243,n95,200.0,2020-07-23,2020,30
244,n95,200.0,2020-07-28,2020,31
245,n95,500.0,2020-07-27,2020,31
246,n95,1500.0,2020-07-29,2020,31
247,n95,500.0,2020-07-23,2020,30
248,n95,500.0,2020-07-28,2020,31
249,n95,500.0,2020-07-30,2020,31
250,n95,200.0,2020-07-28,2020,31
251,n95,300.0,2020-07-30,2020,31
252,n95,20.0,2020-07-28,2020,31
253,n95,160.0,2020-07-30,2020,31
254,n95,140.0,2020-07-29,2020,31
255,n95,500.0,2020-07-31,2020,31
256,n95,300.0,2020-07-31,2020,31
257,n95,200.0,2020-08-04,2020,32
258,n95,80.0,2020-08-04,2020,32
259,n95,200.0,2020-08-04,2020,32
260,n95,100.0,2020-10-12,2020,42
261,n95,240.0,2020-11-11,2020,46
262,n95,20.0,2020-12-21,2020,52
263,n95,60.0,2021-01-12,2021,2
264,n95,1.0,2020-07-15,2020,29
265,n95,1000.0,2020-09-10,2020,37
266,n95,200.0,2020-07-20,2020,30
267,n95,1000.0,2020-11-05,2020,45
268,n95,2000.0,2020-11-09,2020,46
269,n95,100.0,2020-11-09,2020,46
270,n95,60.0,2020-11-10,2020,46
271,n95,60.0,2020-11-10,2020,46
272,n95,40.0,2020-11-10,2020,46
273,n95,4200.0,2020-11-12,2020,46
274,n95,400.0,2020-11-18,2020,47
275,n95,100.0,2020-11-13,2020,46
276,n95,200.0,2020-12-03,2020,49
277,n95,20.0,2020-12-07,2020,50
278,n95,300.0,2020-12-07,2020,50
279,n95,300.0,2020-12-07,2020,50
280,n95,100.0,2020-12-08,2020,50
281,n95,200.0,2020-12-08,2020,50
282,n95,20.0,2020-12-08,2020,50
283,n95,3000.0,2020-12-08,2020,50
284,n95,200.0,2020-12-09,2020,50
285,n95,160.0,2020-12-10,2020,50
286,n95,250.0,2020-12-14,2020,51
287,n95,200.0,2020-12-14,2020,51
288,n95,200.0,2020-12-15,2020,51
289,n95,500.0,2020-12-15,2020,51
290,n95,200.0,2020-12-15,2020,51
291,n95,60.0,2020-12-16,2020,51
292,n95,300.0,2020-12-21,2020,52
293,n95,1000.0,2020-12-22,2020,52
294,n95,1000.0,2020-12-22,2020,52
295,n95,200.0,2020-12-22,2020,52
296,n95,2000.0,2020-12-22,2020,52
297,n95,20.0,2020-12-28,2020,53
298,n95,40.0,2020-12-28,2020,53
299,n95,300.0,2020-12-28,2020,53
300,n95,20.0,2020-12-28,2020,53
301,n95,100.0,2020-12-31,2020,53
302,n95,300.0,2021-01-04,2021,1
303,n95,60.0,2021-01-04,2021,1
304,n95,100.0,2021-01-05,2021,1
305,n95,300.0,2021-01-06,2021,1
306,n95,200.0,2021-01-07,2021,1
307,n95,840.0,2021-01-12,2021,2
309,n95,4000.0,2020-09-08,2020,37
310,n95,1125.0,2020-09-14,2020,38
311,n95,20.0,2020-09-30,2020,40
312,n95,1000.0,2020-09-21,2020,39
313,n95,280.0,2020-09-23,2020,39
314,n95,1000.0,2020-09-23,2020,39
315,n95,1500.0,2020-09-24,2020,39
316,n95,200.0,2020-09-28,2020,40
317,n95,460.0,2020-09-28,2020,40
318,n95,480.0,2020-10-01,2020,40
319,n95,1040.0,2020-10-01,2020,40
320,n95,500.0,2020-10-05,2020,41
321,n95,400.0,2020-10-06,2020,41
322,n95,500.0,2020-09-29,2020,40
323,n95,260.0,2020-10-15,2020,42
324,n95,300.0,2020-10-15,2020,42
325,n95,500.0,2020-10-19,2020,43
326,n95,20.0,2020-10-20,2020,43
327,n95,250.0,2020-10-21,2020,43
328,n95,1400.0,2020-10-30,2020,44
329,n95,100.0,2020-11-04,2020,45
330,n95,2000.0,2020-12-21,2020,52
331,n95,100.0,2020-11-09,2020,46
332,n95,260.0,2020-12-22,2020,52
333,n95,1000.0,2020-12-22,2020,52
334,n95,500.0,2020-12-29,2020,53
336,n95,69.0,2020-07-15,2020,29
337,n95,300.0,2020-07-21,2020,30
338,n95,500.0,2020-07-23,2020,30
339,n95,300.0,2020-08-04,2020,32
350,n95,10.0,2020-07-10,2020,28
351,n95,300.0,2020-07-13,2020,29
352,n95,200.0,2020-07-13,2020,29
353,n95,60.0,2020-07-13,2020,29
354,n95,300.0,2020-07-13,2020,29
355,n95,500.0,2020-07-15,2020,29
356,n95,1000.0,2020-09-02,2020,36
357,n95,400.0,2020-09-22,2020,39
358,n95,1200.0,2020-09-21,2020,39
359,n95,60.0,2020-10-06,2020,41
360,n95,60.0,2020-10-08,2020,41
361,n95,60.0,2020-10-13,2020,42
362,n95,400.0,2020-10-27,2020,44
363,n95,240.0,2020-11-13,2020,46
364,n95,100.0,2021-04-19,2021,16
367,n95,200.0,2020-07-14,2020,29
368,n95,120.0,2020-07-27,2020,31
369,n95,60.0,2020-07-30,2020,31
370,n95,100.0,2020-08-03,2020,32
371,n95,900.0,2020-08-05,2020,32
372,n95,900.0,2020-08-10,2020,33
373,n95,100.0,2020-08-10,2020,33
374,n95,100.0,2020-08-10,2020,33
375,n95,600.0,2020-08-13,2020,33
376,n95,1000.0,2020-08-17,2020,34
377,n95,120.0,2020-08-25,2020,35
378,n95,60.0,2020-09-10,2020,37
385,goggles,300.0,2020-06-19,2020,25
386,goggles,800.0,2020-06-26,2020,26
387,goggles,300.0,2020-06-24,2020,26
388,goggles,400.0,2020-07-06,2020,28
389,goggles,250.0,2020-07-23,2020,30
390,goggles,90.0,2020-08-13,2020,33
391,goggles,180.0,2020-09-08,2020,37
392,goggles,60.0,2020-09-23,2020,39
393,goggles,1000.0,2020-10-19,2020,43
394,goggles,120.0,2020-10-30,2020,44
395,goggles,100.0,2020-12-03,2020,49
396,goggles,10.0,2020-12-30,2020,53
397,goggles,10.0,2020-12-30,2020,53
400,goggles,500.0,2020-07-10,2020,28
411,alt. gowns,1000.0,2020-08-04,2020,32
413,alt. gowns,50.0,2020-10-20,2020,43
416,alt. gowns,1500.0,2020-08-31,2020,36
417,alt. gowns,3000.0,2020-09-10,2020,37
420,alt. gowns,5000.0,2020-10-30,2020,44
423,alt. gowns,2500.0,2021-01-27,2021,4
432,alt. gowns,1000.0,2020-08-12,2020,33
433,alt. gowns,2000.0,2020-12-17,2020,51
434,alt. gowns,1180.0,2020-12-17,2020,51
438,sanitizer,4.0,2020-07-01,2020,27
440,sanitizer,60.0,2020-09-03,2020,36
443,sanitizer,6.0,2020-07-09,2020,28
444,sanitizer,10.0,2020-07-20,2020,30
445,sanitizer,50.0,2020-09-08,2020,37
447,sanitizer,20.0,2021-01-04,2021,1
448,sanitizer,10.0,2021-01-05,2021,1
459,n95,310.0,2020-08-04,2020,32
460,n95,198.0,2020-08-04,2020,32
461,n95,100.0,2020-08-04,2020,32
462,n95,45.0,2020-08-13,2020,33
463,n95,1000.0,2020-12-28,2020,53
464,n95,3750.0,2021-01-13,2021,2
472,n95,900.0,2021-01-14,2021,2
473,n95,300.0,2021-01-14,2021,2
482,n95,500.0,2021-01-14,2021,2
483,n95,400.0,2021-01-18,2021,3
484,n95,2000.0,2021-01-18,2021,3
485,n95,750.0,2021-01-19,2021,3
486,n95,100.0,2021-01-19,2021,3
487,n95,80.0,2021-01-25,2021,4
488,n95,500.0,2021-01-25,2021,4
545,alt. gowns,500.0,2020-07-06,2020,28
583,gown,1000.0,2020-07-01,2020,27
584,gown,400.0,2020-12-17,2020,51
585,gown,20.0,2020-12-22,2020,52
586,gown,200.0,2020-12-29,2020,53
620,n95,40.0,2020-06-29,2020,27
621,n95,1000.0,2020-07-06,2020,28
622,n95,900.0,2020-07-08,2020,28
623,n95,2000.0,2020-07-08,2020,28
624,n95,100.0,2020-07-20,2020,30
626,other,500.0,2020-07-06,2020,28
627,other,500.0,2020-07-06,2020,28
628,other,1000.0,2020-07-21,2020,30
629,other,1300.0,2020-08-13,2020,33
630,other,300.0,2020-08-31,2020,36
631,other,30000.0,2020-09-29,2020,40
632,other,100.0,2020-12-15,2020,51
633,other,500.0,2020-12-30,2020,53
634,other,200.0,2020-12-31,2020,53
635,other,300.0,2021-01-08,2021,1
636,other,600.0,2021-01-25,2021,4
798,alt. gowns,700.0,2020-09-24,2020,39
817,alt. gowns,600.0,2020-07-16,2020,29
918,goggles,2400.0,2020-07-28,2020,31
921,n95,1000.0,2020-12-22,2020,52
922,n95,160.0,2020-12-22,2020,52
923,n95,100.0,2020-12-22,2020,52
926,n95,100.0,2020-12-23,2020,52
927,n95,300.0,2020-12-28,2020,53
928,n95,200.0,2020-12-28,2020,53
929,n95,200.0,2020-12-29,2020,53
930,n95,300.0,2020-12-29,2020,53
931,n95,400.0,2020-12-29,2020,53
932,n95,200.0,2021-01-05,2021,1
933,n95,640.0,2021-01-12,2021,2
934,n95,1000.0,2021-01-12,2021,2
937,n95,5000.0,2020-10-30,2020,44
938,n95,2260.0,2020-11-09,2020,46
939,n95,140.0,2020-11-16,2020,47
940,n95,120.0,2020-12-07,2020,50
941,n95,300.0,2020-12-14,2020,51
942,n95,300.0,2020-12-16,2020,51
943,n95,1000.0,2020-12-17,2020,51
944,n95,360.0,2020-12-21,2020,52
945,n95,500.0,2020-12-21,2020,52
946,n95,500.0,2020-12-22,2020,52
947,n95,1000.0,2020-12-22,2020,52
948,sanitizer,8.0,2020-07-09,2020,28
949,sanitizer,9.0,2020-07-09,2020,28
950,sanitizer,2.0,2020-07-10,2020,28
951,sanitizer,4.0,2020-07-23,2020,30
952,sanitizer,150.0,2020-09-08,2020,37
958,n95,20.0,2020-08-10,2020,33
959,n95,60.0,2020-10-08,2020,41
960,n95,300.0,2020-09-08,2020,37
961,n95,600.0,2020-09-08,2020,37
962,n95,60.0,2020-09-15,2020,38
963,n95,60.0,2020-09-24,2020,39
964,n95,180.0,2020-09-28,2020,40
965,n95,500.0,2020-09-29,2020,40
966,n95,400.0,2020-10-01,2020,40
967,n95,1000.0,2020-10-01,2020,40
968,n95,400.0,2020-10-05,2020,41
969,n95,1000.0,2020-10-06,2020,41
970,n95,460.0,2020-10-06,2020,41
971,n95,900.0,2020-10-06,2020,41
972,n95,240.0,2020-10-06,2020,41
973,n95,200.0,2020-10-06,2020,41
974,n95,220.0,2020-10-08,2020,41
975,n95,500.0,2020-10-13,2020,42
976,n95,20.0,2020-10-14,2020,42
977,n95,20.0,2020-10-15,2020,42
978,n95,60.0,2020-10-15,2020,42
979,n95,100.0,2020-10-16,2020,42
980,n95,200.0,2020-10-16,2020,42
981,n95,500.0,2020-10-19,2020,43
982,n95,1000.0,2020-10-19,2020,43
983,n95,20.0,2020-10-20,2020,43
985,n95,100.0,2020-10-20,2020,43
987,n95,2000.0,2020-10-29,2020,44
988,n95,460.0,2020-10-30,2020,44
989,n95,400.0,2020-11-04,2020,45
990,n95,1000.0,2020-11-09,2020,46
991,n95,500.0,2020-11-04,2020,45
992,n95,700.0,2020-12-22,2020,52
993,n95,60.0,2020-12-22,2020,52
995,n95,800.0,2020-12-30,2020,53
996,n95,50.0,2021-01-05,2021,1
997,n95,1000.0,2021-01-08,2021,1
1021,coveralls,200.0,2020-07-06,2020,28
1037,goggles,150.0,2021-01-12,2021,2
1041,goggles,150.0,2020-09-03,2020,36
1042,goggles,150.0,2020-09-04,2020,36
1052,alt. gowns,175.0,2020-07-13,2020,29
1053,alt. gowns,75.0,2020-07-20,2020,30
1054,alt. gowns,20.0,2020-08-21,2020,34
1055,alt. gowns,210.0,2020-08-21,2020,34
1057,alt. gowns,250.0,2020-08-06,2020,32
1058,alt. gowns,5.0,2020-08-10,2020,33
1059,alt. gowns,200.0,2020-07-24,2020,30
1060,alt. gowns,175.0,2020-07-24,2020,30
1061,alt. gowns,500.0,2020-07-27,2020,31
1062,alt. gowns,104.0,2020-07-30,2020,31
1063,alt. gowns,250.0,2020-08-05,2020,32
1066,alt. gowns,300.0,2020-08-10,2020,33
1067,alt. gowns,100.0,2020-08-10,2020,33
1068,alt. gowns,25.0,2020-08-10,2020,33
1069,alt. gowns,25.0,2020-08-13,2020,33
1070,alt. gowns,210.0,2020-08-21,2020,34
1071,alt. gowns,25.0,2020-08-31,2020,36
1081,n95,20.0,2021-01-13,2021,2
1082,n95,200.0,2021-01-14,2021,2
1083,n95,500.0,2021-01-18,2021,3
1084,n95,300.0,2021-01-19,2021,3
1085,n95,100.0,2021-01-19,2021,3
1086,n95,250.0,2021-01-27,2021,4
1087,n95,100.0,2021-01-27,2021,4
1093,alt. gowns,500.0,2021-01-04,2021,1
1094,alt. gowns,20.0,2021-01-04,2021,1
1095,alt. gowns,60.0,2021-01-05,2021,1
1096,alt. gowns,300.0,2021-01-05,2021,1
1097,alt. gowns,60.0,2021-01-05,2021,1
1098,alt. gowns,250.0,2021-01-06,2021,1
1099,alt. gowns,100.0,2021-01-07,2021,1
1103,alt. gowns,1400.0,2020-10-01,2020,40
1107,alt. gowns,2000.0,2020-07-24,2020,30
1108,alt. gowns,200.0,2020-07-27,2020,31
1115,alt. gowns,160.0,2020-07-23,2020,30
1118,sanitizer,20.0,2020-10-27,2020,44
1119,sanitizer,200.0,2020-10-27,2020,44
1120,sanitizer,40.0,2020-12-09,2020,50
1121,sanitizer,20.0,2020-12-22,2020,52
1122,sanitizer,2.0,2020-12-28,2020,53
1125,surgical mask,2000.0,2020-11-05,2020,45
1126,surgical mask,5000.0,2020-11-19,2020,47
1127,surgical mask,100.0,2020-12-07,2020,50
1128,surgical mask,150.0,2020-12-07,2020,50
1129,surgical mask,100.0,2020-12-08,2020,50
1130,surgical mask,200.0,2020-12-10,2020,50
1131,surgical mask,1000.0,2020-12-21,2020,52
1132,surgical mask,600.0,2020-12-21,2020,52
1133,surgical mask,2500.0,2020-12-21,2020,52
1134,surgical mask,1500.0,2020-12-22,2020,52
1135,surgical mask,50.0,2020-12-22,2020,52
1136,surgical mask,500.0,2020-12-22,2020,52
1137,surgical mask,500.0,2020-12-28,2020,53
1138,surgical mask,200.0,2020-12-29,2020,53
1139,surgical mask,100.0,2020-12-30,2020,53
1140,surgical mask,50.0,2020-12-31,2020,53
1141,surgical mask,150.0,2021-01-05,2021,1
1142,surgical mask,50.0,2021-01-05,2021,1
1143,surgical mask,1000.0,2021-01-08,2021,1
1144,surgical mask,1200.0,2021-01-12,2021,2
1145,surgical mask,1000.0,2021-01-14,2021,2
1146,surgical mask,700.0,2021-01-27,2021,4
1157,n95,9000.0,2021-01-27,2021,4
1162,gown,700.0,2020-07-29,2020,31
1163,gown,50.0,2020-08-13,2020,33
1164,gown,1120.0,2020-09-01,2020,36
1165,gown,70.0,2020-09-10,2020,37
1166,gown,100.0,2020-09-24,2020,39
1167,gown,115.0,2020-09-28,2020,40
1168,gown,50.0,2020-10-29,2020,44
1169,gown,250.0,2021-01-06,2021,1
1171,gown,100.0,2020-07-09,2020,28
1172,gown,2000.0,2020-07-15,2020,29
1173,gown,100.0,2020-07-30,2020,31
1174,gown,2000.0,2020-07-20,2020,30
1175,gown,180.0,2020-07-20,2020,30
1176,gown,210.0,2020-07-20,2020,30
1177,gown,200.0,2020-07-27,2020,31
1178,gown,48.0,2020-09-08,2020,37
1181,gown,2000.0,2020-07-30,2020,31
1182,gown,140.0,2020-07-29,2020,31
1186,gown,100.0,2020-07-10,2020,28
1187,gown,1500.0,2020-07-14,2020,29
1188,gown,120.0,2020-08-25,2020,35
1190,gown,500.0,2020-07-14,2020,29
1192,gown,1000.0,2020-10-30,2020,44
1194,gown,2560.0,2020-12-22,2020,52
1195,gown,1000.0,2020-07-14,2020,29
1196,gown,1000.0,2020-10-27,2020,44
1197,gown,25.0,2020-12-17,2020,51
1200,gown,1500.0,2020-08-10,2020,33
1201,gown,540.0,2020-10-15,2020,42
1202,gown,50.0,2020-12-31,2020,53
1203,gown,1200.0,2021-01-19,2021,3
1204,gown,270.0,2021-01-19,2021,3
1206,gown,1500.0,2020-07-15,2020,29
1207,gown,500.0,2020-07-15,2020,29
1209,gown,500.0,2020-07-21,2020,30
1210,gown,1000.0,2020-07-22,2020,30
1211,gown,500.0,2020-07-21,2020,30
1212,gown,70.0,2020-07-20,2020,30
1213,gown,140.0,2020-07-27,2020,31
1215,gloves,300.0,2020-07-21,2020,30
1216,gloves,800.0,2020-08-04,2020,32
1217,gloves,6000.0,2020-08-12,2020,33
1220,gloves,1000.0,2020-07-09,2020,28
1221,gloves,2000.0,2020-07-09,2020,28
1222,gloves,1500.0,2020-07-09,2020,28
1223,gloves,3000.0,2020-07-10,2020,28
1224,gloves,3000.0,2020-07-13,2020,29
1225,gloves,3000.0,2020-07-10,2020,28
1226,gloves,1800.0,2020-07-13,2020,29
1227,gloves,5000.0,2020-07-13,2020,29
1228,gloves,5000.0,2020-07-13,2020,29
1229,gloves,1000.0,2020-07-13,2020,29
1230,gloves,500.0,2020-07-13,2020,29
1231,gloves,2000.0,2020-07-13,2020,29
1232,gloves,500.0,2020-07-14,2020,29
1233,gloves,2000.0,2020-07-14,2020,29
1234,gloves,1000.0,2020-07-14,2020,29
1235,gloves,1500.0,2020-07-14,2020,29
1236,gloves,800.0,2020-07-15,2020,29
1237,gloves,2000.0,2020-07-16,2020,29
1238,gloves,500.0,2020-07-21,2020,30
1239,gloves,500.0,2020-07-22,2020,30
1240,gloves,300.0,2020-07-23,2020,30
1241,gloves,100.0,2020-07-23,2020,30
1242,gloves,500.0,2020-07-23,2020,30
1243,gloves,3000.0,2020-07-23,2020,30
1244,gloves,1000.0,2020-07-23,2020,30
1245,gloves,200.0,2020-07-23,2020,30
1246,gloves,600.0,2020-07-23,2020,30
1247,gloves,500.0,2020-07-27,2020,31
1248,gloves,1000.0,2020-07-28,2020,31
1249,gloves,800.0,2020-07-29,2020,31
1250,gloves,4000.0,2020-08-04,2020,32
1251,gloves,6000.0,2020-08-12,2020,33
1252,gloves,5000.0,2020-09-08,2020,37
1253,gloves,7500.0,2020-09-10,2020,37
1254,gloves,200.0,2020-09-10,2020,37
1255,gloves,2500.0,2020-10-06,2020,41
1256,gloves,1600.0,2020-10-05,2020,41
1264,gloves,1800.0,2020-09-11,2020,37
1265,gloves,7500.0,2020-09-14,2020,38
1266,gloves,3000.0,2020-09-15,2020,38
1267,gloves,200.0,2020-09-15,2020,38
1268,gloves,4000.0,2020-09-21,2020,39
1269,gloves,800.0,2020-09-21,2020,39
1270,gloves,4500.0,2020-09-22,2020,39
1271,gloves,3000.0,2020-09-23,2020,39
1272,gloves,3000.0,2020-09-23,2020,39
1273,gloves,1500.0,2020-09-23,2020,39
1274,gloves,3000.0,2020-09-23,2020,39
1275,gloves,500.0,2020-09-24,2020,39
1276,gloves,3000.0,2020-09-28,2020,40
1277,gloves,2200.0,2020-10-01,2020,40
1278,gloves,2500.0,2020-10-01,2020,40
1279,gloves,2000.0,2020-10-01,2020,40
1280,gloves,100.0,2020-10-01,2020,40
1281,gloves,1000.0,2020-10-01,2020,40
1282,gloves,100.0,2020-10-05,2020,41
1283,gloves,5000.0,2020-10-05,2020,41
1284,gloves,5000.0,2020-10-05,2020,41
1285,gloves,8000.0,2020-10-05,2020,41
1286,gloves,300.0,2020-10-05,2020,41
1287,gloves,5000.0,2020-10-06,2020,41
1288,gloves,900.0,2020-10-06,2020,41
1289,gloves,200.0,2020-10-06,2020,41
1290,gloves,2000.0,2020-10-06,2020,41
1291,gloves,100.0,2020-10-12,2020,42
1292,gloves,2500.0,2020-10-14,2020,42
1293,gloves,1600.0,2020-10-14,2020,42
1294,gloves,200.0,2020-10-15,2020,42
1295,gloves,500.0,2020-10-15,2020,42
1296,gloves,500.0,2020-10-19,2020,43
1297,gloves,200.0,2020-10-20,2020,43
1298,gloves,8000.0,2020-10-20,2020,43
1299,gloves,2000.0,2020-10-23,2020,43
1300,gloves,2000.0,2020-10-26,2020,44
1301,gloves,1200.0,2020-10-29,2020,44
1307,gown,1600.0,2020-08-18,2020,34
1308,gown,400.0,2020-08-25,2020,35
1309,gown,100.0,2020-12-15,2020,51
1310,gown,350.0,2020-12-21,2020,52
1311,gown,200.0,2020-12-22,2020,52
1312,gown,280.0,2020-12-22,2020,52
1313,gown,700.0,2020-12-22,2020,52
1315,gown,200.0,2020-08-10,2020,33
1316,gown,10.0,2020-08-13,2020,33
1317,gown,1600.0,2020-08-18,2020,34
1318,gown,2000.0,2020-08-21,2020,34
1319,gown,250.0,2020-08-31,2020,36
1320,gown,450.0,2020-08-31,2020,36
